aae_text,sentiment
All I can say Is your bitch ain't fuckin with me (((:,negative
I cnt stand ppl who think they know everything they're usually the most ignorant,negative
Getting her them J's....but I'm thinkin bout gettin my self some prada's ... Idk doe ....#FatFlyNigga .... MoneyBagLou,positive
KJ been skippin town with my money from Bulls vs. Heat.,negative
Usual I'm doing shit but its been 5 months n I be faithful to u but I guess u don't c that,negative
Cause when you love someone you just don't treat them bad... oh how I feel so sad... no that I wanna leave.,negative
I'm ready to go home I wish this lady would hurry Tf up!!!,negative
": Lmao bro my roommate was just beating his meat rs"" #RealNigga",positive
preciate ya for filling in!! I know u was a beast!!,positive
He gone be back so let me not say to much fa Twitter,neutral
Without you by my side feel like I can't eat or sleep,positive
Gonna be quite pissed when she find out Bebe hates chocolate. ..more for Goodgirl hell she skip meals for chocolate..,negative
Little S/O Back To My Cousin Yo..Havnt Seen Him In 10 Years.!!..I Miss You And Love You Bro.!,positive
by the time I came up chi town music was COMPLETELY different lol. Still love my city tho,positive
I'm in m.i.a mood so I don't really care,neutral
I hold my nigga down man I love that boy. Every nigga need that down ass woman by they side!,neutral
When I Find Dat Special Person She Gon Be Mi Queen !!!,positive
if this lil bby dnt stop scratching me im pop his booty booty in my d voice lol,ERROR
"Finna Give Myself A Headache, Better Me Than Him Cuz His Shit My Not Go Away...",positive
"Be you do you go for what you know , do wat ever it is that inspire you don't settle",positive
Ladies stay boostin they ugly friends 2 yall gotta stop that shit,negative
This gorilla zoe african ass puta stay on some hoe shit,negative
"When I get this job , my focus is gone be on School , Money/Work , & ________ (whoever im with by then if anybody) :'/",neutral
S/O to my Dad who told me to go praise God at church and find a wife wile I'm there....Smh...lol,positive
Bitch bitch bitch bitch bitch bitch you deserve all six homeboy,negative
And this is y i don't like making plans they never go through,negative
my baby asked me to come see her at her game .. she's so proud of herself !,positive
S/o to the man above for letting me see alone day..... I know i am truly blessed......,positive
"Ugggh I Don't Think I Could Be More Annoyed In life, Sick &Irritated Smh",positive
Dey hittin dem big cities im glad im from were im from,negative
damn boo the whip down tell mrs. Judy she got to do better,negative
Lmaooo If I Would Have Saw That Fight I Would Have Been Somewhere Cracking The Fuck Up,positive
Hodor from Game of Thrones? I've only read the books and waiting for the next one.,positive
"I am DC, anyway you put it these niggas ain't fucking with me",neutral
If someone tries to constantly break u dwn ..wat does tht mean !? U envy me or jealous ..ion boast nor am I ignorant ..idk .....,negative
pass craxy thats like when my momma went out nd had ah fight wit sum niggas he found out where stayed at .,negative
"Y'all really let the Greatness of Sunday's Breaking Bad"" be overshadowed by those weak ass VMAs smh",negative
I'm more than ready to settle down ain't nothing out there for me,negative
I'm gone message if they will let me if not I'm gone message u on fb,negative
"Even if someone crosses me, i take the fault cuz I allowed it",negative
They GOT Me Flexin In this New Machine Red And Black I Feel Like Lebron I Got 2 Lil Rings,positive
The reason we don't see eye to eye boo cuz I ain't one of them lil girls who gone lie to you,negative
"At a restaurant: Would you like a table?"" ""No, not at all. I came here to eat on the floor. Carpet for 5 please.""n#DumbQuestion",negative
"i told you he a old ass name, he prolly got on sum long lofers",negative
I better get all my crap I paid for back in one piece! If peoples stuff isn't there Sony is gonna hear from a lot of pissed people,negative
But I'm tending to block all the negative stuff out tho. And it feels good >>>>>,positive
"Lol, my boyfriend would, not say pussy so i got off the phone with him",neutral
"I'm bored , I have a whole car and no where to go , oh well !",positive
Can't you see it's me who bout that life -Miley Cyrus,negative
": I LOVE MY WITTLE BROTHER!""Paul bunyon..lol..I meant John Henry!!lol he is handsome!!",positive
Anybody that knows me knows I give no fuck about nothing,negative
Thinkn bout gettn dressed and going to the movies then to joes crab shack,positive
Ima always have my bro Phil back regardless wat goes down this like my big bra...,positive
"What I found is that u still care, u had feelings and they still there",positive
IF U CANT B FAITHFUL THEN U SHLD NOT B N A RELATIONSHIP POINT BLANK PERIOD!!!!,neutral
If I'm not successful it won't be because i didn't work hard ill tell you that,positive
"Niggas lie, bitches lie, snitches tell the truth. Poured a 6 in the liter you can't taste the juice",positive
": I dont want me a good girl I fell in love with these freak girls -Meek"" nd since when was I a good girl lol",negative
For tha last 3 4 days i been eating str8 apples,positive
I think we have to draft atleast 1 wr & I wish it was woods in 1st rnd. 2nd rnd should be jesse williams. 3rd tyron mathiue.,neutral
Didn't mean 2 give her that vibe. Just wanted to let her know that I want to be with her.,neutral
"We make love all night, we make good love all night #oldschool",positive
"The reality is, we are NOTHING without Jesus. But, we are EVERYTHING in Him.",positive
You hold close squeeze me tight look me inside my eyez,positive
": haha...sirik aja, ini lo uda dibukain. Wuenak Lin, aku pesen seafood baked rice, melted cheese nya itu looo....ga ngiler kah?",negative
"Mfs say I live too far"" but if you really wanted to chill, you'll make a way. #Ijs",positive
you was very indicted until i tweeted you so save a ur bs you tlk,neutral
Bout to pray and read this here bible and go to sleep....,positive
"the point i'm trying to get yu to see is that i DON'T know her, NEVER seen her or nothing.",negative
Mane I need sum head nnPhones ... I can't live like this,negative
i can't believe yall slept all day i wouldve been fuckin all day,neutral
My twitter be actin stupid yo.. Shit be changing my avi,negative
Food Poison Is What Im Defiantly Dealing With As We Speak Lutcher La,negative
"Hey , I'm wondering how Brady getting fined for nearly kicking a hole thru Reed? Had no prob getting Suh tho huh?",negative
If you getting that shit back just as quick as you got it you deserve to be admired !,negative
Thatss Why Im Hesitant About Textinn ANYBODY Now! Imma Shower && Chill . && Reply To NO Messages at 10 !,neutral
He wasn't posed to b nun by dey still talked..lied. N all type shit,negative
The news just said they siezed 7tons of marijuana in Arizona... how much of that weed do y'all think gone actually get booked?,neutral
Going to get up early straight up fix them breakfast and put on my beans,negative
imma erk her ass purposely when i see her cause I miss her ugly self today lol,negative
I got all da dope i smoke all da dope #HAHA,positive
": I got so much money on me""nnListenin to gucci nshit",negative
Straight forward people who remain humble is there a such thing? Oh yeah me,positive
I should be knocked out but my sick ass eating ice cream,positive
"Everywhere I go, the only thing I see is beautiful people",negative
If today don't end differently as it's going now... Ima make sure it end differently forever...,neutral
Older women rock yall can keep dem yoyngbucks I'm ready be cool except one,positive
The way kids act are a reflection of their home training,neutral
Melo is unstoppable best scorer in the NBa its not even close yo,positive
I c alotta ppl got that p$4 im next to cop one #stationworld #sony,ERROR
"W/all that ICE on you ain't gone rob shit, Who want it who want it pow pow pow POA",negative
Then she be like can i get in on this lol,positive
ill be at tha hueytown vs bessemer game so I can witness hueytown spanking that ass lmfao Go Gophers!,negative
": "" : I be housing shit lol"" frauds be like"" I Do ask about me lol",negative
"wake up & smell the coffee , its a new nigga in town !",positive
yea sad to say it will b played out by Monday the radio played it more than 20x in 2 days and everyone has at least 1 pic or post,neutral
"Can't wait for scandal! Love u Liv"" 0.937777777778 0.0622222222222 0.0 0.0 407320958119456768 Mon Dec 02 01:30:58 +0000 2013",positive
Ima fina find the quickest wae outta here cus sum moe folks fina cum ova here,positive
Not sayin I'm a player but I'm kool wit a lot of females some how,positive
Exactly people in Baltimore just do shit to embarrass themselves seriously talking bout being different.,negative
"#GoLakers they can't beat clippers,NYC,thunder,heat.... They can't beat anyone.",positive
Lawddd My Nigga Stephen Curry Make This Shit Look So Easy,positive
"i cant get over how much that guy was hating , like damn son",negative
Goodmorning thanking the man above for waking me up this morning,positive
U wasn't with me shootin n the gym babe. But I was fuckin wit u during yo hard time. U kno the truth!!!,ERROR
. Lol Yu Aint Tryn Cook On Da Grill Wit Me Tho ',positive
For. The squad i bust for the squad she bus used to b broke but not anymo.....so if you aint talking $$$ then blah blah blah...,positive
"I've got a movie idea called how to lose your purse in 24 hours"". It involves myself and lots of tequila.",negative
wat up T.O. wanna c u on that field again bro.,positive
Like byee ' im to young to be holding grudges. Plus you the friend i need you make me laugh ctfu,positive
": Im going ham on these keys right now"" ham is understatement to what you're doing to my inbox",negative
wassup mannn I see you looking all cute in your avi lol,positive
!!!! : I miss my Ex's but I wouldn't go back to them for shit in the world,negative
"Everybdy I ddnt like or ddnt get alone with dis yr keep dat,mess in 2012 im ovea it so I dnt wanna here nun bout it in 2013 thank u",negative
Free my nigga Richie Rich he be so quick to change a nigga,positive
"Nothing worse than leaving your phone to charge, but later you find out it wasn't plugged in properly!!!!!",positive
"just wear what you normally would wear out, you're always fresh...or just dress like you're coming to Stadium",positive
Ughhh everybody nd they mama in here nd ain't seen nobody go bac yet!,negative
The moment when you get your current supervisor to write a letter of recommendation to get a new job paying more ...,positive
Girlaa STFUUU GuuuiidddDAMN ' Nobody Give 2Fuckss about chu && Him... ugh pressAss #Tayy,negative
Nigga got dem bricks like me nigga could of pimp that bitch like me,negative
- lol ashley just been tweeting on mmy shit while I was in da tub lmao..,positive
"Hey you what's poppin,,"" 0.843333333333 0.0433333333333 0.04 0.0733333333333 385155185263542272 Tue Oct 01 21:32:06 +0000 2013",positive
Lmao dude yo shxt be hitting from the time yuh get up until the time yuh get yo big wide ass in the bed at night lolx!,neutral
Man What Could She Possibly Say ? She Said Before That Everything Looked Good ? Will She Say Yes Or SomeThing? Why Couldnt He Tell Me?,positive
"i cant wait til this month is over, well the 1st anyway i hate paying bills",negative
If i do all this before school is over i can still try out for cheerleading,positive
You have to let go of life and grab on to your dreams,positive
"Yung nicca , gettin money & im trynna run it up , i aint neva had shit for a long time",positive
"I'd fuck the shit out of the new brittney spears, the old one though....... I'd have to do some serious soul searching.",negative
They was Spose to pick me up lastnight but I was knocked tf out !!!,negative
YES LAWD IT WAS LOL YOU DAMN NEAR CAUSED A RIOT LOL,negative
No matter what I'm goin' thru I keep my faith in God,positive
I WISH I COULD JUMP ON THE ROAD BUT SHIT TO SERIOUS FA ME TA LEAVE RIGHT NOW SIS GOT TO LET THESE CRACKERS DO THEY JOB BUT IF THEY DON'T,negative
I hope I spelled that correctly because she stay tryna correct a Nigga lol,positive
My sister is home from Jersey l! Can I just see her already ugggh,negative
Yu see a lot of shit on TWITTER INSTAGRAM FACEBOOK Nd Other Shit ...Nd Shit Just Be Crazy,negative
She really like true lyfe like told me mii finer then a muthafucker.... Jtfo... Then she said im not suppose to say that! Jtfo... Trippin!,positive
I'm hungry & I want some Taco Bell but my sister not tryna answer the phone Like I can't just walk to her house right now Lol,positive
MAN ONE HOE HAD THICK.EYEBROWS LIGHT PINK LIPSTICK IN THESE THICK ASS SHADES A FULL WIG IN THE NERVE TO STAND THINK,ERROR
Got me fucked up if she think I'm texting her today,negative
Text a thug though im off this. And zuberi you sayn toomuch,negative
Jus seen me a clean fade outside my grandma crib only in da hood!,positive
When my food get done ima smash then take another nap *,negative
We eating ova here Nigga We fuck around & have a food fight,positive
But Dree really need to respondd ionn like when people read my shit && dont reply .,negative
that's what's up n yes havnt left yet still workn on dat,negative
"Aha.! Lil boy just made my morning ya MOMMA"" *walks off bus cool asl*",positive
im ready to move the fck out !!!! I HATE THIS BITCH,negative
I'm really bored. Like I'm getting mad that I'm so bored.,negative
"Thanks to Aliya mother like shit , she stayed up voting all night !! Se called and called Lls",positive
"Love jus a word,until sum body cum give it a meaning!",neutral
let me know I could prob come see u cause this week ima be in vb camp,negative
You got something special that dese niggas don't have...noone can do it like u,positive
I don't owe a nigga shit nigga ain't never gave me a favor...,negative
": Some of y'all be taken pics wit some ugly hoes lol""lol ohhh shit",negative
"She threw a subtweet, But you know I caught it!!! She may talk that shit, but she ain't really Bout It!!!!!",neutral
I'm going to play tomorrow just not right now I'm sorry,positive
"confirmed that girls are just as ain't shit"" as dudes. She said if she met a guy waiting for marriage she'd give him 7months",positive
"I Need 2 Kall My Lil Kuzin Antwan N See Wats Good Fa Tanite, N Is We Still On For 2Nite",positive
I'm just saying next time I see u I want a list so I know ur not cheating,neutral
Is it better for me to just throw away these old J's or sell them .. Hummm,negative
": Fuk yu . Bitch im actin brand new.""bitch you been actin brand new",negative
Bitches be like 3:00 ilove my bae . 3:45 Fuck that shit um single hmu 7:00 he makes my day I love him 11:45 I need some1 to keep me warm WTF,positive
I'm so glad I don't have get out my bed at 6 am to take my mom to work.,positive
Wen I click on her ass she gone know how serious I am,positive
If you walk out my life i won't even notice it,neutral
They let this nicca on tv talking about coochie down to the south??? #BETIsTheDevil,negative
"This is what happens, when you're too real....."" NasnnWhen they meet me, they think we on Facebook still.",negative
on mah um straight her stank breath ass ain't stopping shit shawty I talk that shit cuz I mean it I really dnt fucking care ha,negative
But I'm currently sitting in the much talking to mi Madre,negative
Cus thts da only time I catch her when she ridin up da 1...n im out there chillin...,neutral
"At this meet and greet"" for this lock ball league. It's going to be a grand ole time",positive
Literally called 4 people nobody answered sleep is up next after I eat.,negative
Been racking up on patron lately. Unique taste to it i must say,positive
These hoes come and go that's why I ain't cuffin none,negative
My GF petty asf but watch when i see her bighead ass ....,positive
You are an embarrassment to MSNBC! Your question was SO dumb.,negative
The shit I deal wit wen it cums 2 family is ridiculous....,negative
I have lost all respect for you due to your vileness toward the President. You can provide constructive criticism w/o craziness,negative
Would that be freakish if I open up and let em know how I feel ?,positive
Ion tweet Bout nobody if I Got some to say to u or about u ima let it be known,ERROR
": lol don't hmmm me DM me ha"" ha i got you",negative
Anyone still awake it's almost 5 am and I'm not tired.,negative
"okay i take that back then , lol okay ? ^__^ . But on the real ion care what yo name is you can't beat my ass w/ or w/out it",positive
Niggas b da ones dat dnt b tryna mind dey business nd shyt,negative
I thought valentines day was Thursday but I c ppl sayin happy valentines day nd tomorrow Wednesday,positive
- Bishop Don't know my passion or have dreams?Is there a word from The Lord for me?,negative
"I know this life style might make my friends hate me, my mama said dont let no money change me..",negative
I hate when people call me when they know I'm sleep,negative
This wrong number keep tryna be my friend I keep telling him leave me Alone I'm scared forreal lol,negative
Got sum killers wit me right now n yu dnt even kno it,positive
I dress nice on a regular nt jus 4 special occasions,positive
"You ain't even hit me, when that bitvh threats for me",ERROR
Bitch ion need nobody but my got damn self! Fuck yaaaa!!!!!,negative
Lol Sam we better than that we go all the way back!!!,positive
This little girl was born to lie!! She get that from her father! Smh,negative
UMMMMM OK ION REALLY GIVE A BLEEP :-):-):-)....CAUSE IMA DO ME,positive
The only way you can get revenge on a person is ignoring their stupid ass!!,negative
": So yall Lakers fans just gone root for every team the Heat play huh. Lol. Alrighty."" I am...#fuckmiami",negative
"Ppl saying I ain't used to be like this"" what's ""this"" ?",positive
I hate the fact that I care! I really wish I didn't.,negative
I can't be in a relationship if the girl don't like dogs,negative
Bitch dats why one of yo boobs are low and one of dem are high dick suckin gay ass hoe dey messed yo fuckin plastick surgery up pussy eater,negative
My summer already is gonna b hectic ...i have so much to do. !,negative
I Sayyyyyyyyyyyyyyy Its Because My Age Boy But An Age Aint Nun But A Number,ERROR
"In the Dipset Anthem vid when Juelz said 2 more for Cam taking over the ROC"" & the camera zoom to Dame dancing by Biggs burned JayZ soul.",positive
I wanna thank god for letting me my bestfriend n our family for this day,positive
Finna go get a new phone and probably a new number also,positive
"I will never give you bitches the satisfaction det my shit is about you fuck you , you & you . You bitches don't be on my damn mind .!",negative
you know yu lien talkin bout I be n her ass tho!,ERROR
I want my next gf to ask me out.. or else I will be single.. promise dat.,negative
Dee fuck w/girl that like to cut his tires Up >>>>,negative
"Ima let him go see it with his gf"" cause i know thats what he really wanna do.",negative
Bitches really like to play with me I will find this bitch and go all in her shit tf,negative
I take that back Harrison Barnes comjng off the bench next year because they got Andre Iguadola,negative
"yeessss ikr, everybody been talking bout it all week, I feel super Lame . .",negative
she don't come home til 5 or 7 some and 6lbs and 02oz,ERROR
My daddy need to go head in buy me this car nd stop mf playing,positive
Can't buy loyalty just some shit yu got to be born wit #1000,negative
My brother beat another bitch ass yall keep testin this nigga & he gone keep givin out ass whoopins #TeamBreezy .!,positive
I need 1 more chest tatt if anything before summer so yeah t(-__-t) those 8s I'll just wait for the playoffs,positive
I miss oomf she would b layn right here n dis room wit me all day,positive
lol I just realized we watched two movies last night and neither of them was Old Boy lol,positive
"Girls get called evrything for evrything. We let yall fuck, we hoes. We dnt let yall fuck we hoes.",ERROR
I fuqs with soulja boy hard but so far his new mixtape is some trash smh...,positive
lol!! Okay PerZ! We need to have a day for lunch or dinner!! We have never done that!! Shame on us!!!,positive
I'm tryn not to be mad . But I'm annoyed like I got somewhere to be,negative
my stlye going to be a little bit different this summer,negative
WHEN YOU IN A RELATIONSHIP ITS ALWAYS THAT ONE MUTHAFUCKA THAT DGAF & TRY TO COME IN BETWEEN,negative
yeah. Im finn go to coneheads then go. You going? Or nahh?,neutral
", EveryyDayy I See Thee Samee Car Parked Onn Thee Sidee Of A Abandond Housee'",negative
Went outside to clear my thoughts and ended up with 5 mosquito bites.,negative
like I was told love all trust none & that's some real shit,positive
be sure to hmu when you touchdown. ..wait why dont you think you're readt,positive
I like a girl that's always there when you ain't have shit at all,positive
damn its been damn nea a hour & ppl still carryin on bout the situation !,negative
Lil kids be telling the truth but they be funny when they do it,positive
hell yeaaaa!!! U still goin strong wit u know wat & who??? Da pic I seen??,positive
If somebody punch me tomar imma hit yoo ass back lls,negative
It's taken to much Of my energy where I'm to tired to do anything else :(,negative
hatred for ones success or is common... makes tha world move,negative
Why Tf Was Errbody Tryin Say Free Lihhh Dam Yar Be Doin It For The Show -Ayeee Rome Yu Know Wat It Is #ZoooShitt,negative
Knicks fans should be shittin they pants kobe could pull melo out ny and to the lakeshow,negative
The holy one will not see corruption & your soul will not remain in hell!,positive
I dont know if i can ever date a girl taller than me We Gone Look Weird asf,negative
"Pose Ta b wrkin fuck dat I'm hiding,, it's time fa me Ta go home man",negative
Don't call my Sister no mf Gorgeous. A normal Good Morning is good enough,negative
N if it's n tha truth tryna go to Pluto uno deep..,ERROR
"That Moment When A Relative You've NEVER Seen Before Hugs & Kisses You & Says I Knew You Since You Were A Baby, You Don't Remember Me",positive
Gibbs game fri. Dey bound to get wacked lol imma try to drop 30 lol,neutral
Cooter juices and swear been marinating all day and I'm at work,positive
Where tf is my Nigga at ain't talked to Him all day,negative
You have a fat ass... You my dear are not pretty,negative
Fck wit Eli he goin make sure you Safe & HIGH as af !,negative
Thank you so very much on reminding me about something that I already accomplished,positive
N this mf out here putting the lighter fluid on the damn coal after they lite wat in the hell,negative
My aunt gone hear me order Chinese food from Red House. Then wait till I eat my food to tell me try found cats n the fridge. On the news. TF,neutral
I'm just watching love and hip hop and that bitch tracie and drew deserve each other like really they lame ass.,negative
"OMG , I'm ready for Ny to go get ALONDA ' They pissing me off.",negative
"MyDaddy Still Aint Text Back , i Know By Now He Sleep !",negative
I jes feel gud abt dis it's goin to wrkout I jes knw nd hope,positive
"Ppl B So Use To U Saying Yes , Dat When U Do Say No , Dey Look At U Funny",ERROR
Never have the work were u lay dats ahh no no,negative
: sim is a MF liar he know he gne be a virgin till marriage,negative
I'm love'n life right now.. The wife & I have never been more connected..Ultra Caked out like even more than our first season together_damn!,positive
. Call him u need his number I don't like his ass anyway,negative
U aint my nigga u ain't my round I don't fuck wit u,negative
Ion get excited 4 diz Christmas shit no mo I need sum kids lol,negative
WHEN THE ODDS ARE AGAINST ME. THATS WHEN I PERFORM AT MY HIGHEST LEVEL,positive
I'm still tryna find one smh somebody has to have them,negative
.. but I can't wait til my cousin quail have her baby girl,positive
Lmao I think bitches be sooo tough til the right guy come along and cuff they lil ass,neutral
"My favorite thing to say right now is nahh, fuck that!",negative
Do you ever feel like ur boyfriend never be there enough,neutral
I wanna go but my friends telling me to say noo.,positive
"I dont remember anything frfr. Except, a guy + me robbing a car . Idk",negative
Hey yall--my team better than yourssss lol : Your Trail Blazers now have the best record in the NBA (21-4) #RipCity,positive
mane when you coming home so we can have some F-U-N,positive
I just need help in chemistry. I guess she took it the wrong way,positive
So lets do it one last time nd FUCK FOR THE ROAD,negative
"Took her to the room, she hit me with that line, she ain't that type of girl so I told her stop lying",positive
Everybody get caught up n some bs at one point or another,negative
Youn like me? Fuck you then. Wanna fight me? Come do it then!!,positive
Gotta tell my mama about these hoes that fuck with ppl niggas,neutral
don't be mad at me for bein the best at wht I wus created to be,positive
If anything ever happened to little Damir And little Cierra I would go crazy because they my brother and sister,negative
son dnt tweet cuz y'all won. I tweeted dis 3hrs ago,positive
That was a str8 bullshit call the ball clearly hit the ground,negative
Eyes glossy I'm up I'm out here dis shit crazy The Life Of A ChiTown Hood Girl,negative
Damn nigga how many times you gon tell me youwant me,negative
Feel like I've been floating on clouds all weekend & gravity has pulled me down...patience & faith! Working through the stress & sadness!,negative
You keep Saying That But You Not Fucking Understanding Why I Said That It fucked Me Up When You Got Otp W/ Daquari You Said Something To Me,negative
Stop letting a bitch see you sweat dawq' that's a downfall,negative
"Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !",neutral
I forgot he dont even have a phone right now ctfu,negative
If Dis Bitch Play Ashant Foolish 1 more time ima spazz out,negative
"I would usually come 2 the rescue, but that ain't my job no more",positive
Somebody told me good bye soo that's what I did went bye bye,positive
I aint never care what a nigga had to say bout me,positive
Night twitter.... ughhhh gotta wait fir him to come ova hurry uppp im sleepy,negative
It's always something wrong with me if it's Not one thing it's another,negative
yea he was just going after him with all the beats but no flowing and yea meek mill career died after the 1st album lol,neutral
* In The Club Every Week But You Aint Got No Job .,negative
HaaHaaHaa My Step Daddy Said He Been Smokin Weed Since He Was 6! !,positive
"Them lil ass glasses on her face , always making me mad !",negative
"ITold Uu Goodmorninqq &nn Uu Demanded iDm Uu Back But Uu Never Dm Me Back , : (",ERROR
Nigga Haven't Had A Haircut Since The Beginning Of The School Year Smh,negative
This mf just called me n asked me if i'm cheating on her,negative
I been slackin time 2 hop back on my shit iont got no wrap or ties 4 niggas #800,negative
Gotta love her though. She would be pissed if I didn't answer her calls though.,negative
"Lol if mf'ers wanna be petty, two can play that game! #Leggoooooo!!!!!",negative
Blaaaaaaaaaaaattt let ya nigga know wat dis real right shit Bout ..,negative
He a dope boy he stay in the street... He attracted to dis fast money !,positive
She said she know my name but I ain't tell her yet !!!,positive
I got all new friends cuz the friends I thought I had was bunk. Eff drake. Lol,negative
Watch out for 2b) their glory was in their shame. What they should be ashamed of they are being glorified for. #PastorLFK #TLCBaptist,negative
Who want to go to the soccer game with me ???#JSU,positive
If I only I nu wat I have I would've been wit him...I'm thankful,positive
Never go back to your EX. It's like reading the same book over & over again when you know how the story ends.,negative
lol ooooh he usually tel me he talkd to u i thought u forgot about us,positive
My God Mother will be home next month!! Yay! No longer deployed,positive
Amen!!!! May be society needs to give up on teaching Kids to rely on them so much.,negative
Thank you my savior for making me one of your prized master pieces. I will do my best to liveup to this prestigious honor,positive
I'm boutta lamp on this couch kus I'm to lazy to move,ERROR
I tweet lik?e 1000 times a day cuz I love twitter and if u don't then stop hateing on twitter and if u my friends and don't like twitter lol,negative
Everybody knows LeBron is a damn beast.. But why y'all niggas feel like everyone has to like him?,positive
cuz i didn't know if it was you at first my bad why you ain't come to the game ?,positive
ifeel u man same her nt too much to do in pcola,positive
- Broke ass nigga act like he can't drop $20 for me to get my belly pierced -_- ! nn#I can't fck with you no more hoe and I'm sorry ! ',negative
I sip so much lean u think dat i alwayz got a cold!!!!,ERROR
Wen he get back ITS B U S S I N,neutral
"Hoe Told You She Ain't Fuck Me?nMan, I Fucked That Bitch.",negative
Lol How Many Times Ima Tell U U Can't Fuck Wit Me Son And I Dnt Just Play Wit The Heat Niqqa,negative
I really let her claim me dont misguide me ma or im in dat ass dfl,positive
"Yo, I'm thinking bout taking a hiatus from twitter. Shit just ain't what it used to be. Smh...",negative
These dumb asses dnt care about others lives why should they get a chance to live or be free again????!!!!,negative
Ima huge tv guy & yall did my boi gd a real classy way to send him off but #BringBackDerwin show not the same,positive
I couldn't do one of those random call into work jobs ...when I'm not scheduled to work I have something to almost always.,positive
It can rain thunder lighting all dat shit long ass it don't cut my power off.,negative
"I need someone that can help , I mean someone beside myself",negative
you dat nigga fa dat pound cake u insipre to put myy soul on dat track iama get big 1 day im finna make some muzik wit u ymcmb tks,positive
Everytime i Spend A Hunnid Cash I Scream Y.O.L.O,positive
But no I really feel in love with a few of Fendi heels,positive
As long as ya man got a face I got a place to sit #haaannn #DoYaHearMe!,positive
Smh that was just a little bit tooo much for me to handle,negative
"Oooo girl I love the way you souuunnd, when you rain on me ; and im gone kiss ya other set of lips hold ya body by yo legs and hips",positive
In my mind ill always be your lady ( in my real singing V.) lol that girl their can sanggggg,positive
"Imah Let This Bihh Die , Imah Keep It On Silent AllDay !",negative
I Would Love To Take A Class Taught By His Moves Are So Amazing,positive
I text talk to whoever I want to I'm single grown do what I want,positive
"Question of the day....if a man makes less money than his woman, is he still a provider?",positive
My mom hit me with the what's up with the phd flow question...LOL!,neutral
I'm gone sleep all damn day today cause I ain't no where near sleepy,negative
This nigga doing a Swanton Bomb into that Jamaican bitch pussy lmao,neutral
Niggas hit the buffalo wild wings button nope this game fake,negative
That long ass tweet it felt like a mountain climb lol aha,negative
": That will definitely help out at this level, APA! You work as well?",positive
Im so happy wit da way i live mah life day by day till da fullest everyday long as mah babies gud im alrite nd i thank god fa dat....,positive
hopefully soon...I haven't seen here yet....Ima bad great aunt,positive
"I swear ain't no mf gota say shit to me at all , !",negative
i just want ya finga prints on me - aint nobody else who can own me,neutral
Zeezee a lil boogie. If she see this tweet then i know she been twatching me,positive
Myth: men don't have emotions #LifeClass Brandy is brave and loves her son enough to share her love with his dad,positive
I'm so fed up. I don't care what happens.. From this point on good or bad.,negative
Never going out the G's no more there was absolutely nothing to do,negative
If she be twerking in the mirror in the bathroom practicing for the club...You guessed it...#Ratchet,positive
lastnight i didnt sleep with no scarf on and my hair <<<<<< im go have to put it up for tonight .,neutral
phones that come out every year that look and do the same thing can't be a vette. I see you drink the iPhone kook aid.,negative
Trey Songz | Cant be friends >>>( If yellow only knew this shit fr ).,negative
Lhh...im going bck to my old ways#hoe days...ima straight dog and bitches kno it#400,positive
"But if it was a nigga, MiMi would've accepted the apology with no problem!!",negative
Nigga smoke weed cus I got a lot issues to blow ..,negative
"You said you were gonna ride for me , but instead you were riding my homies dick #breakuplines",negative
lol I been at focused heavy lol I gota get this 2nd sleeve,positive
"Thank God for father and son time at the Detroit Pistons and Orlando Magic game in Orlando, Florida.",positive
So this GTA online is still all types of fucked up. I haven't been able to get on yet! Smh! Get your shit together Rockstar!!!,negative
"alot of HOOPERS lol , none of them goofy niggas from redman nsht lol",negative
My ish : U can rent a hoe> but u can't buy a bitch<< #ImSorry,negative
r u bragging...? Lol... U couldve hooked me up with a waDe's family plate or sum tho...lol,negative
ion even know why u keep putting stuff on here but u juss made status about a nigga u miss,positive
"We got so much histray n the stories about us, so come over baby",negative
I think dey sippin on dat I can fugg wit juice,negative
I bet Sharkeisha got something for Christmas every year cus if she didnt somebody was get punched down on,negative
i really don't feel like smoking ill just go on the balcony with her,positive
U think i could get a shot pleade and you are beautiful,positive
ur in love so nothing meters to u but u can't speak for others,negative
They made punches too strong on gta bruh one punch it's over,negative
": Gaaaaaah damn that ass >>>>""toedoe said quit looking at him lmfao",positive
"My parents doin the nasty , n ion feel good I can't go back too sleep , I'm soo damn miserable !!!!",positive
My Ex Texted Me And Said He Miss Me I Texted Back And Said The Subscriber You Have Texted does Not Give Af :),positive
"#ayyyyeeeee lmfaoooo. You my nigga tooo (: we gotta make a different handshake to make our nigga relationship"" official lml.",positive
everyone has karma but its up to you how good or bad it is,negative
A relationship where you both are afraid to lose each other >>>,negative
"If I get mad at you, That means I still care. Worry when I don't get mad.",neutral
How many black hockey players are there? N not ridin the bench I mean actually playin n shit,neutral
Dawg I can't stand when we go in public & yu wit a female that's loud asff & always wanna be seen ...,positive
"Rashad be pissing me off sometimes man, but that's still my baby.",negative
Idky ppl think it's okay to call me bck to bck to bck,ERROR
Wen we was cool u said u juss wanma fuck the niggah juss to say u did it,negative
Facebook make sum of da cutest girl look dumb as shit..,negative
I won't if I think you gay I think you gay damn if you not it won't no reason for you to come off.,negative
