tweet_id,aae_text,golden_sentiment,annotator_source,resolution_method,needs_adjudication,deepseekr1_pred,gemma3_pred,llama31_70b_pred,mistral31_pred,phi3_medium_pred,phi4_pred
A2_199,": Might Be Gettin Dis Job At Footlocker. Im Not Sure Tho"" Oooooooo!! If u do put me on w/the Jordans lbs DISCOUNT",positive,A2_Osamede,single_annotator,False,positive,positive,negative,neutral,positive,neutral
A2_200,; ion go by what people say if I like you .. I like you UNLESSS I know what they say is LEGIT !,positive,A2_Osamede,single_annotator,False,positive,positive,negative,neutral,negative,neutral
A2_201,Dang Jim just made me realize I have been in Dallas for two months already geesh,neutral,A2_Osamede,single_annotator,False,neutral,neutral,positive,neutral,positive,neutral
A2_202,Well college this year coming up n hoes still gone be n high school tryna get a diploma,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_203,w/e lies and deceit im just a good ole nice guy :-),positive,A2_Osamede,single_annotator,False,neutral,positive,negative,negative,negative,negative
A2_204,So this nigga killed himself over a bitch.? I'm too through.,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_205,"lol nigga I never showed interest in buying them fake ass kicks, unlike you",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_206,I think I had my last jack today hmmmmm we'll see o__0,neutral,A2_Osamede,single_annotator,False,positive,neutral,negative,neutral,neutral,neutral
A2_207,": Imo's Is Trifling ! That Shiggady Gave Me The Stomach Virus Last Year""nigga it was the school sandwich",negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_208,Just ignored jehovah's witnesses knocking at my door....am i going to hell?,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_209,spell check.... U tryna and type pewu on ur phone and c wat pop up,neutral,A2_Osamede,single_annotator,False,negative,neutral,neutral,neutral,negative,neutral
A2_210,Slob on my knob like corn on the cob check I with me and do yo job !!! Juicy J a savage,positive,A2_Osamede,single_annotator,False,ERROR,negative,positive,negative,negative,positive
A2_211,"But I can't continue to let u run ova Me , so I gotta say goodbye to u",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_212,Fa u da wanna see me yo friends get all ya time smh,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,neutral,negative
A2_213,sh damn that buckeyes gone shock the world ..final 4 action ..betta talk to em,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_214,Trinidad James is Nick??? From south Atlanta who played JV basketbal?? Hope these nigga on instagram straight flexing lol,positive,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,neutral,negative
A2_215,Dustin Is The ONLY Loyal MF ' In MY LIFE. Right Now ! Free My Lil Brutha !,positive,A2_Osamede,single_annotator,False,positive,positive,negative,negative,positive,positive
A2_216,Guess Im Bout To Put On Some Clothes And Find Some To Do,positive,A2_Osamede,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A2_217,Bc was the shit back in 2010 datz wen it wss really poppin,positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_218,chelsea had me rollin when i first called.nliiike whet even?,positive,A2_Osamede,single_annotator,False,positive,positive,negative,negative,positive,neutral
A2_219,"Thankful the second coward bomber was caught. This is a great country that will not be shaken by the hate, evil, and insanity of a few.",positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_220,"Yeh Mee Too . . I Hope ii Do.. Bhut Shidd , Idk Lol.",positive,A2_Osamede,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A2_221,.idagf bout nothing you talking about you a rookieee to me (:,negative,A2_Osamede,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A2_222,Omg this dunkin donuts right now..I'm in love..it's bringin tears to my eyes,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_223,Aye who Tryna drink some tea and eat some crumpets wit me,positive,A2_Osamede,single_annotator,False,neutral,positive,neutral,neutral,neutral,positive
A2_224,I might not go any wea today the way am felling,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_225,Not gonna eat lunch today again so imma just fill out some job apps and do paper work,neutral,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,neutral,negative
A2_226,Half way thru my second mixtape process just wanna make sure I'm happy wit the work just like the first one,neutral,A2_Osamede,single_annotator,False,positive,positive,negative,positive,neutral,positive
A2_227,Its early. & im dressed. Ima catch something at these parades today ya heard me!,positive,A2_Osamede,single_annotator,False,neutral,positive,negative,positive,positive,positive
A2_228,I Ammm !!! That's old . When I was in love and crap !,neutral,A2_Osamede,single_annotator,False,positive,negative,positive,negative,negative,negative
A2_229,Love is war baby you only lose when you don't swing back,positive,A2_Osamede,single_annotator,False,positive,negative,neutral,neutral,positive,neutral
A2_230,Im kinda glad that that thing didnt go through it was prolli drama just waiting to happen,positive,A2_Osamede,single_annotator,False,negative,positive,positive,neutral,negative,positive
A2_231,Good morning thankn God for waking me and my family up this morning Blessed..,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_232,Ppl thank I'm crazy I kno wtf b goin on I see alot of shit,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_233,"I got a headache"" 0.848 0.004 0.008 0.14 393121951402586112 Wed Oct 23 21:09:11 +0000 2013",negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_234,": Thankyou bestfriend you the shit to me too. Lhh ""thanks kay <3333",positive,A2_Osamede,single_annotator,False,negative,positive,negative,positive,positive,positive
A2_235,If I lick that spot den u won't act like that,neutral,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,neutral,negative
A2_236,I wanna go for a drive but I don't have my gate key.,neutral,A2_Osamede,single_annotator,False,negative,negative,ERROR,neutral,neutral,negative
A2_237,I been in the house All day.. It ain't shit to do,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_238,idk wat made me put that when I was tryna tell u sum else lmao,positive,A2_Osamede,single_annotator,False,ERROR,neutral,negative,neutral,neutral,neutral
A2_239,and I'm Frfr she do be asking me to check guys,neutral,A2_Osamede,single_annotator,False,neutral,negative,neutral,neutral,neutral,neutral
A2_240,"LOOK STOP PLAYING RIGHT! YOU KNOW WHERE I BE, JUST COME & SWOOP ME & SEE! A LEMO PLEASE!",positive,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,neutral
A2_241,I never felt this way about someone. But I like it,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_242,Wake up with bruises on me almost everyday like wtf . Somebody beating me in my sleep ?,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_243,If Beyonce does this good Morehouse Star Spangled Banner transition into Lift Every Voice and sing!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_244,I love messing with Alexis it never gets old lol :D,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_245,sat down for a lil while came off the bench n dropped 15,positive,A2_Osamede,single_annotator,False,positive,positive,negative,positive,positive,positive
A2_246,juss nw bouncing back from my surgery I had yesterday..but still in sooo much pain..,negative,A2_Osamede,single_annotator,False,negative,negative,positive,negative,negative,negative
A2_247,So much love and respect... I will never hold my head down..,positive,A2_Osamede,single_annotator,False,negative,positive,positive,positive,positive,positive
A2_248,As Salaam Alaikum how can we help our children in public school to stop being funneled into prison.,neutral,A2_Osamede,single_annotator,False,negative,negative,positive,negative,neutral,negative
A2_249,steriods bitch ass and ord let grandaddy know when u get back in town,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_250,My tolerance for weed Is high. I need to slow down. I like when it used to put me to sleep,positive,A2_Osamede,single_annotator,False,positive,negative,negative,negative,neutral,neutral
A2_251,but you've never been to applebees :) can't have it all lmao,positive,A2_Osamede,single_annotator,False,positive,neutral,negative,neutral,positive,neutral
A2_252,Niggas I used to be so close wit I don't even exchange words wit,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_253,lmaoooooo nah ur hole world lost cause u hve no contacts lol lease i got some of mine,negative,A2_Osamede,single_annotator,False,negative,negative,positive,negative,positive,negative
A2_254,", what timee u comingg cause I wanna buy her sum balloons nd shit",positive,A2_Osamede,single_annotator,False,negative,positive,negative,neutral,neutral,positive
A2_255,": I wanna dog just so I can feed it some chocolate and see what it do"" Omgg ! Its gone die or get hella sick",negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_256,"S/o to all the bitches that sit & collect checks, thats the life ya live smdh",negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_257,bored at work have nothing to do wish I had somebody I can talk to but hit me up on kik me: spoke with mzpurplepassion,positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,neutral,negative
A2_258,babe you are right someone is watching you and trying to play games on tweeter and trick onyou with women I think I know wh,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_259,That dude is gay coz he seems tight coz she a woman smh,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_260,Um tierd of all dis hatin i thank god fuh my patients,positive,A2_Osamede,single_annotator,False,positive,positive,negative,negative,negative,positive
A2_261,"Aint tryna fuck , Get Out This the suck a dick house!",neutral,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_262,LMAO NOTHIN I JUST CAN SENSE THAT FAKENESS....OH YEAH AND THA SLUGS....NOTHIN NEW NOTHIN MAJOR....PAHAHAHA,negative,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_263,Goodnight yall there is no need for me to be up when my King is asleep,positive,A2_Osamede,single_annotator,False,positive,positive,neutral,neutral,positive,positive
A2_264,Ion give a fuck no moe ... It is wat it is !!!,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_265,I need to drop tht mixtape it's gotta be dope with all this time he's taking,positive,A2_Osamede,single_annotator,False,positive,negative,neutral,neutral,positive,positive
A2_266,Playing These Games Is Blowing Me && Aint No One To Talk To Smh .,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_267,Salute To My DADDY For Showing Me The Right Way To Raise My Kids Later In Life,positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_268,And that nigga BETTER have a hood ass excuse as to why he didnt call me yesterday& fall asleep w/ me. OR tell me gn& he loves me..,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_269,Man we shOuld've took a pic of JusTin with that hat on,neutral,A2_Osamede,single_annotator,False,negative,positive,positive,neutral,neutral,neutral
A2_270,My girl hate when I got these phones in my hands. I just be networking. It's all about the grind.,positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,positive
A2_271,lol you too but i knew it was you. I was shocked,positive,A2_Osamede,single_annotator,False,negative,positive,neutral,neutral,neutral,neutral
A2_272,u didn't tell me u did dat. I love it. Lol,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_273,My good morning is when the sub is out .. Fuck tht shit it's still night time till tht bitch wake up ..,neutral,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_274,Got all the black bicthes mad cause my main bitch vanilla,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,positive,negative
A2_275,Really cant wait till next weekend... Im gettin tatted this weekend and next... Mii g want me to go wit ha next weekend but imma do both!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_276,Only on twitter to peep out tweets and these #BETAwards tweets..yall silly as hell,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_277,"This dude just told me he had some Beats by TRE"".... It's a cheap pair.",negative,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_278,"#NLCgiving its all about you Jesus! I'm living in my overflow, thank you!",positive,A2_Osamede,single_annotator,False,neutral,positive,neutral,positive,positive,positive
A2_279,Ion kno how fake feel so I gotta keep it real,neutral,A2_Osamede,single_annotator,False,neutral,negative,neutral,neutral,negative,negative
A2_280,Marcel and Rebekah are a so hot and cold they were all blissful and loving on each other now they back to arguing #TheOriginals,neutral,A2_Osamede,single_annotator,False,positive,negative,positive,negative,neutral,negative
A2_281,Brittany need to mind her damn business and stop tweet watching lol,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_282,I put my phone on my car fixing it 28 days after I got it. Drove off after I was done.,neutral,A2_Osamede,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A2_283,Couldn't have been that hard to get me a smoothie if I'm paying... good look,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_284,"My Life, my choices, my mistakes, my lessons, not your business.",negative,A2_Osamede,single_annotator,False,negative,negative,ERROR,neutral,positive,neutral
A2_285,lets be specific if im who you feeling am I wrong for showing interest too these niggas around?!,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_286,Just thought about it.... if I wasnt shit to you why should I still act like.....u know what.... fuck it #forreal ...,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_287,Going out to eat with the boys tomorrow...... Who wanna come ?,positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,neutral,positive
A2_288,"you told me let em talk , cus they aint making us no money : )",negative,A2_Osamede,single_annotator,False,neutral,positive,positive,neutral,positive,positive
A2_289,Statistic show that 99/ 100 men who text back K get friend zone by a woman,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_290,Mane they got a show where ppl walk around naked in da jungle on discovery channel!!!,neutral,A2_Osamede,single_annotator,False,neutral,negative,negative,neutral,negative,neutral
A2_291,Call Me What U Want Bet U Can't Call Me Broke. You Pussy Ass Niggas Yall Who I Hustle For. U In Dese Street N U Ain't Getn Money U A Joke!,negative,A2_Osamede,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A2_292,Knowing that 35th picture in yo phone is you naked as hell,neutral,A2_Osamede,single_annotator,False,negative,negative,positive,negative,negative,negative
A2_293,: I keep my circle small. Just because we speak doesn't make us cool & just because we're cool doesn't make us friends.,negative,A2_Osamede,single_annotator,False,negative,neutral,negative,neutral,neutral,neutral
A2_294,u shuld b da las person to kall me a freak hoe,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_295,Dang i just realized i havent been on here in a min....,neutral,A2_Osamede,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A2_296,Only thing I missd bot #mgc is classes was only 50min long,neutral,A2_Osamede,single_annotator,False,positive,negative,negative,negative,neutral,negative
A2_297,sme shxt ii swear ion understand dhtx why ion believe shxt a nigha say dey LIE,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_298,Im not go keep telling you im done imma just show you,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,neutral
A2_299,"I want breakfast in bed, I get it while she sleep. She wake up get off then she back to sleep..",positive,A2_Osamede,single_annotator,False,positive,neutral,neutral,negative,neutral,neutral
A2_300,I been balling so damn hard that iThink That im Kobe,positive,A2_Osamede,single_annotator,False,negative,positive,neutral,positive,positive,positive
A3_001,I wish i could see dina right now lol i'll be dfl,positive,A3_Osie,single_annotator,False,positive,positive,negative,neutral,positive,positive
A3_002,If I'm not successful it won't be because i didn't work hard ill tell you that,neutral,A3_Osie,single_annotator,False,positive,positive,positive,negative,positive,positive
A3_003,I probalyy mug everybody I see its not no I ont like u shyt its just natural,neutral,A3_Osie,single_annotator,False,positive,negative,positive,negative,negative,negative
A3_004,Every time im texting him my phone be acttin on me,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_005,"All the guys were so nice, someone offered me hooka, but I don't smoke that, and I got free drinks all night",positive,A3_Osie,single_annotator,False,negative,positive,positive,positive,positive,positive
A3_006,I just got that issue in the mail Solonge is serving up some Diana Ross realness on a platter!,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_007,On sum shit like no one can stop my shine or bring me down,positive,A3_Osie,single_annotator,False,positive,positive,negative,positive,positive,positive
A3_008,Work gone be a bitch today... Ima have to stop hoopin on Sundays....,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_009,"girl ya know ya, got that thang that I like, girl ya know, girl ya know ya, I need ya back in my life, girl ya got that thang forreal",positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_010,Anigga you grow up wit all yo life get hit up you dont go see da man call'em check up on him nun I can only imagine how you feel bout me,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,neutral,negative
A3_011,you just have to know what makes them happy when they lookin down . One day smh one day,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,neutral,negative
A3_012,"!! : Before you take her for granted and mistreat her, realize that there's no other girl like your girl in the entire world.",positive,A3_Osie,single_annotator,False,positive,positive,positive,negative,positive,negative
A3_013,Det subway hit da spot. I ain ate all fckin day,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_014,Need to get up early in the am but dnt see that happening..,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_015,"Turn to your neighbor and say, Neighbor, I'm glad you're here!""nnWhat's good my people. I'm glad we're all here. Thankful actually.",positive,A3_Osie,single_annotator,False,negative,positive,positive,positive,positive,positive
A3_016,HEY UGLY I MISS YHU.... I'M GETTING MY NEW PHONE SOON.... IMA TXT YHU FAV... && I TRIED CALL-IN OFF MY HOUSE PHONE,positive,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,positive
A3_017,"Nigga ill throw yall some money ol lil ass runts, tryna save ya weed smoking lil ass blunts",negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_018,These hoes most of these niggas go broke for these hoes,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_019,I don't think my father will ever truly understand what he's done...,negative,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,negative
A3_020,I miss my Nana :( I use to be a spoiled brat by her!!!!,positive,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_021,Question for my make-up junkies...what is a good bb cream & is it better than a tinted moisturizer?,neutral,A3_Osie,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A3_022,"What up, what up, what up, what uuuuupppppp? *girlie voice* Morning tweeps, u miss me? Pls say yes. Lol :)",positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_023,As if I needed any more confirmation on my calling...there you go...You're amazing God. I Love You.,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_024,I wouldn't give that bum bitch a box of saw dust,negative,A3_Osie,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A3_025,u had no argument either time because both times u battled shit that didn't have nuthin to do w my original tweet,negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_026,I'll catch a case if my phone die in this car. We got car chargers tho im good.,positive,A3_Osie,single_annotator,False,positive,neutral,negative,neutral,positive,neutral
A3_027,"you mean glasses, & I told you imm give you $5 lls",positive,A3_Osie,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A3_028,Ill put anything on tgese social netwrks and it get u every time,neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,positive,positive
A3_029,Pats lost? Good day. (I feel like that game went by so quickly),positive,A3_Osie,single_annotator,False,positive,positive,negative,negative,neutral,positive
A3_030,"If I only what've know this back then, I would've been doing me. Shit butch it ain't no fun if the homie can't have none",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_031,If you are going to run please don't fumble #chiefs #steelers,neutral,A3_Osie,single_annotator,False,positive,negative,positive,negative,negative,negative
A3_032,Yep just kinda realize I'm a switchy person with my mood,neutral,A3_Osie,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A3_033,Never pray on some body down fall you'll catch yourself falling down with them,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_034,Was tryin to blow wit ma fav bt he gne 2da crib,negative,A3_Osie,single_annotator,False,neutral,negative,positive,negative,negative,negative
A3_035,Words of wisdom. Don't call yo spouse with the soul purpose of bitching,neutral,A3_Osie,single_annotator,False,positive,negative,neutral,negative,negative,neutral
A3_036,"When you feel like you're facing problem after problem, just Go Hard and Never give up!",positive,A3_Osie,single_annotator,False,negative,positive,positive,positive,positive,positive
A3_037,Girls that go out or went out with a lotta niggas <<<<<<<<<<<<<<<,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_038,yo I might be on some next shit but it sounds like omarion on the hook,neutral,A3_Osie,single_annotator,False,positive,positive,neutral,neutral,positive,positive
A3_039,It's going down...it's going down... it's going down... lil bitch!!!,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_040,I'm a movement by myself...but I'm a force when were together,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_041,I'm the same dude but I just gave up on A LOT OF STUFF . & changed my ways,positive,A3_Osie,single_annotator,False,positive,negative,neutral,negative,neutral,negative
A3_042,Look at this cute outfit that I have just put together in Movie Star! nn In Movie Star you can style your model and share them with you,positive,A3_Osie,single_annotator,False,positive,positive,neutral,positive,positive,positive
A3_043,What she told me last night had me up thinking all damn night .....,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_044,Dem Thangs Been Gne Lil Cuzz I Ate Bout 9 Of Dem!!,neutral,A3_Osie,single_annotator,False,ERROR,positive,neutral,positive,positive,positive
A3_045,"laughing at Crystal slow self. She asked me, DO I SUCK THE MEAT OFF THE CHICKEN BONE OR DO I EAT IT?"" lmao",positive,A3_Osie,single_annotator,False,negative,positive,neutral,positive,negative,positive
A3_046,She goin my that azz clap like for a real nigga like right now,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_047,Thank you my savior for making me one of your prized master pieces. I will do my best to liveup to this prestigious honor,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_048,"life is doin its thing...im tryin do mine and coexist u feel me..lol, wbu?",neutral,A3_Osie,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A3_049,", you can tell if a nigga packing by his walk BOL",positive,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_050,He like loses it totally outta control but I could handle it,neutral,A3_Osie,single_annotator,False,negative,positive,neutral,negative,negative,negative
A3_051,"Drakyla, Scoop, and Marcus are the only people who call me by my last name which is Ingram",neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_052,I should be studying for this test Tuesday and finishing my workbook work,neutral,A3_Osie,single_annotator,False,neutral,negative,negative,negative,neutral,negative
A3_053,": you call me hoe so I call you clown"" Aint That What You Rep Team HOE .",negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_054,Really dis nigga just wrote me in my inbox and said fuck sum..,negative,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_055,Devin drunk ass gone wake me up then go to sleep -_- tf?,negative,A3_Osie,single_annotator,False,positive,negative,positive,negative,negative,negative
A3_056,"idc how much you say"" you're loyal , yo actions literally gotta prove it to me!",neutral,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_057,I could never date a Taurus or be friends with one,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_058,I'm really about fed up with everything and I'm noy having it anymore.,negative,A3_Osie,single_annotator,False,negative,negative,neutral,negative,negative,negative
A3_059,I Don't Wanna Spend My Nail Money On My Shoes #huhh,neutral,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_060,I agree how ur day going I knoe you out takin care of bizz,positive,A3_Osie,single_annotator,False,negative,positive,positive,neutral,neutral,neutral
A3_061,I Guess My Boy Got Dat Dope Dick Cause Im Damn Sure ADDICTED! Make Up Sexx Is Da BEST...Off Ta Sleep I Go ;),positive,A3_Osie,single_annotator,False,positive,positive,negative,positive,negative,positive
A3_062,Why at Imhotep graduation they doing God Is Here- they not better than CAPA though,neutral,A3_Osie,single_annotator,False,positive,negative,neutral,negative,negative,negative
A3_063,I'll check it out and get back to you a bit later,neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_064,O and I have to bowl on Sunday after my game,neutral,A3_Osie,single_annotator,False,neutral,neutral,positive,neutral,neutral,neutral
A3_065,:) i bet but you are Beautiful so you can boost your shit but don't let go to your head lol,positive,A3_Osie,single_annotator,False,positive,positive,positive,neutral,positive,positive
A3_066,Ion show alot of females attention cus dat what dey want from a nigga cause once you show dem you got dey attention dey gone trap you rns,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_067,aiite weak ass trick ass lil bruh bye cuss me nd u as friend nonsince,negative,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_068,Gudmorning Baby i Love u...Can u Plzzz Wakee upppp im on Planet>>> BOREDom lbvs Bae man,positive,A3_Osie,single_annotator,False,positive,positive,positive,negative,neutral,positive
A3_069,He a dope boy he stay in the street... He attracted to dis fast money !,neutral,A3_Osie,single_annotator,False,positive,negative,negative,negative,negative,negative
A3_070,": haha...sirik aja, ini lo uda dibukain. Wuenak Lin, aku pesen seafood baked rice, melted cheese nya itu looo....ga ngiler kah?",positive,A3_Osie,single_annotator,False,negative,positive,negative,positive,neutral,positive
A3_071,": I don't go outside in the summer. Sal & back fuck that it be too hot""im learning this summer frfr",negative,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_072,Laying down thinking about my life its just one of those moments,neutral,A3_Osie,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A3_073,Everybody tht has my number SUCKS! Lol nobody hits me up! Lmao,negative,A3_Osie,single_annotator,False,positive,negative,neutral,negative,negative,negative
A3_074,Time for a nap. I will back to the reatchetness when I wake up,neutral,A3_Osie,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A3_075,I've never had my ex turn into my bestfriend lol NEVER!!,negative,A3_Osie,single_annotator,False,positive,negative,positive,negative,negative,negative
A3_076,& I refuse to let my mama lose me to some Bullshit .,positive,A3_Osie,single_annotator,False,neutral,negative,negative,negative,negative,negative
A3_077,Ios7 would bn perfect if they added landscape view for the home screen,neutral,A3_Osie,single_annotator,False,negative,negative,positive,positive,neutral,neutral
A3_078,": I'm really just tryna chill out , pop in a good movie , eat, and smoke ..."" that sound like a good plan",positive,A3_Osie,single_annotator,False,positive,positive,neutral,positive,positive,positive
A3_079,that's what's up n yes havnt left yet still workn on dat,positive,A3_Osie,single_annotator,False,negative,positive,neutral,neutral,neutral,neutral
A3_080,I kno u frm sum wea wea I kno u frm,neutral,A3_Osie,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A3_081,I try to be a rebel at everything I do. Nothing's better than being a unique individual.,positive,A3_Osie,single_annotator,False,positive,positive,positive,positive,positive,positive
A3_082,lmao hell yeah I took a picture of yo ass Yu was down bad,positive,A3_Osie,single_annotator,False,positive,negative,negative,positive,negative,positive
A3_083,"I'll never change , ima always be the same nigga I am today ..",positive,A3_Osie,single_annotator,False,neutral,negative,negative,neutral,negative,neutral
A3_084,Feeling like a nigga got handcuffs on how the fuck did my life become a damn love song.,positive,A3_Osie,single_annotator,False,negative,negative,negative,negative,negative,negative
A3_085,My coworker getting all the calls and im tweeting smh im clocked in but oops lol,neutral,A3_Osie,single_annotator,False,negative,negative,positive,negative,negative,negative
A3_086,Since my phone dry my sick ass bouta take this night quil & be slumped!,neutral,A3_Osie,single_annotator,False,neutral,negative,neutral,negative,negative,negative
