annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,unintelligible_original,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,152,unique,lmao my cousin aj just called & song tht shit to me,"Lmao, my cousin AJ just called and sang that to me.","Lmao, my cousin AJ jus called and sung that to me.",,,same_meaning,yes,,natural,somewhat_natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T15:14:38.313Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,153,unique,lmao oh i didnt see it... But yep gotta be there at 7.,"LMAO, oh, I didn’t see it... But yes, I have to be there at 7:00.","LMAO, oh, I ain’t see it... But yeah, I gotta be there at 7:00.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T15:16:22.161Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,154,unique,I tweet all day because my IG got deleted and I refuse to make another one,I tweet all day because my Instagram account was deleted and I refuse to create another one.,I be tweeting all day cause my IG got deleted and I ain't making no other one.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:18:41.423Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,155,unique,I'm bored so ima about to go to the gym with,"I'm bored, so I am about to go to the gym with","I'm bored, so I'm finna go to the gym with",,,same_meaning,yes,,somewhat_natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:19:30.715Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,156,unique,": I notice everything, I just act like I don't."" 0.867692307692 0.00461538461538 0.02 0.107692307692 342009365978554368 Tue Jun 04 20:06:01 +0000 2013",I notice everything; I just act like I don't.,I notice everything; I just act like I don't.,yes,,same_meaning,yes,,somewhat_natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:21:03.759Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,157,unique,Up It's A Lot Off Ppl On My TL That Can't Sleep,I'm awake. There are a lot of people on my timeline who can't sleep.,I’m up. It’s a lot of people on my TL that can’t sleep.,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:23:44.517Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,158,unique,"As a black man I was raised to know I would be racially profiled. However unfair, we must remind out boys of this","As a Black man, I was raised to know that I would be racially profiled. However unfair it is, we must remind our boys of this.","As a Black man, I was raised knowin' I was gon' be racially profiled. No matter how unfair it is, we gotta remind our boys 'bout this.",yes,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-05-18T15:24:45.838Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,159,unique,It should be a number u dial and u tell them whats wrong and they tell u how to fix it,"There should be a number you can dial to tell someone what is wrong, and they can tell you how to fix it.","It need to be a number you can call to tell somebody what’s wrong, and they tell you how to fix it.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T15:27:02.752Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,160,unique,": Amazing how somebody can catch every tweet but miss every clue in real life"" <~ Great point!",It is amazing how someone can catch every tweet but miss every clue in real life. That is a great point!,It's crazy how somebody can catch every tweet but miss every clue in real life. That's a whole point!,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-18T15:28:14.201Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,161,unique,": "" : I Cant Wait To See Vonna ((: Lol I Know She Missin Me""I Do I Do I'm Pluck Your Nerves Tomorrow :)","I can't wait to see Vonna. Lol, I know she misses me. I do, I do! I am going to get on your nerves tomorrow. :)","I can’t wait to see Vonna. Lol I know she miss me. I do, I do! I’m finna get on yo nerves tomorrow. :)",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T15:29:42.505Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,162,unique,the key to it is to let people know how you feel,The key is to let people know how you feel.,The key is to let folks know how you feelin.,,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-05-18T15:30:58.608Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,163,unique,It was 4 years of friendship. I experienced some serious lows with him.,We were friends for four years. I went through some very difficult times with him.,We was friends for four years. I went through some real tough times with him.,,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T15:32:46.789Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,164,unique,don't let me now wen u fine someone like me cause u not,"Don't let me know when you find someone like me, because you won't.","Don’t let me know when you find somebody like me, cause you ain’t gonna.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T15:35:32.166Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,165,unique,U mines til the end of time and after that yu still mines lol,"You are mine until the end of time, and after that, you are still mine lol.","You mine til the end of time, and after that, you still mine lol.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T15:36:09.397Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,166,unique,Why can't i ever sleep boe i'm getting mad at myself,"Why can't I ever sleep? Man, I'm getting mad at myself.","Why I can't ever sleep? Man, I'm gettin mad at myself.",,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-05-18T15:37:02.296Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,167,unique,"The volume button on my phone Came off, guess it's time for a new one...","The volume button on my phone fell off, so I guess it is time for a new one.","The volume button on my phone fell off, so I guess it’s time for a new one.",,,same_meaning,yes,,somewhat_natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:38:59.267Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,168,unique,"A Title Don't Mean ANYTHING !"" 0.994285714286 0.0 0.00571428571429 0.0 378893945213689856 Sat Sep 14 14:52:10 +0000 2013",A title doesn't mean anything!,A title don't mean nothing!,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T15:42:30.936Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,169,unique,"Guys, she changed her daughter's clothes and left that vomit right there on the floor. That's that privilege for you...","Guys, she changed her daughter's clothes and left that vomit right there on the floor. That is privilege for you...","Y'all, she changed her daughter clothes and left that throw up right there on the floor. That's privilege for you...",,,meaning_changed,yes,"The change from ""That's that privilege for you,"" instead of  ""That is privilege for you,"" leads to a major meaning loss because it misses out on the fact that the privilege being referenced is likely a specific form of privilege called white privilege if the tweet is created from the perspective of a black person.",somewhat_natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T15:48:59.590Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,170,unique,hatred for ones success or is common... makes tha world move,Hatred for one's success is common... it makes the world move.,Hatin’ on success is common... it make the world move.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T15:50:52.219Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,171,unique,I still can't believe ppl throw studs on anything nd cut nd bleach up stuff nd call themselves designers but ok ....,"I still can't believe people put studs on anything, cut and bleach things, and call themselves designers, but okay.","I still can't believe people put studs on anything, cut and bleach stuff, and call theyselves designers, but okay.",,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-05-18T15:52:57.809Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,172,unique,You ugly as fuck but you get hella IG likes ? Am I jealous? Instagram cant filter yo ugly ass in person.,"You are extremely unattractive, yet you receive many Instagram likes. Am I jealous? Instagram cannot filter your unattractive appearance in person.",You ugly as hell but you get all them Instagram likes. Am I jealous? IG can’t filter that face in person.,,,partly_same_meaning,yes,""" yet you receive many Instagram likes."" - The use of ""yet"" instead of ""but"" makes it seem more like a juxtaposition, rather than the fact that the tweeter was more likely referencing the fact that the person they were tweeting used their Instagram likes as proof of attractiveness. ",natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-18T15:56:31.229Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,173,unique,"2 straight seasons.nnRegular-season & Finals MVP.nn2 Championships.nnWell done, LeBron."" 0.671111111111 0.0366666666667 0.0255555555556 0.266666666667 348066490257375232 Fri Jun 21 13:14:52 +0000 2013","Two straight seasons. Regular-season and Finals MVP. Two championships. Well done, LeBron.","Two seasons straight. Regular-season and Finals MVP. Two chips. Salute, LeBron.",,,same_meaning,yes,,somewhat_natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-18T15:58:06.772Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,174,unique,De'erica dont be knowing wtf be going on KEY kik me with some bullshit so im giving her FUCKSHIT back she subtweeted me I BEEN SLEEP!,"De'erica doesn't know what is going on; she messaged me on Kik with some nonsense, so I am giving her that same treatment back. She subtweeted me while I was asleep!","De'erica don't know what's going on; she messaged me on Kik with some mess, so I'm giving her that same energy back. She subtweeted me while I was sleep!",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-18T16:01:07.544Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,175,unique,And if i do say some its gne be daa TRUTH !,"And if I do say something, it's going to be the TRUTH!","And if I do say somethin, it’s gon be the TRUTH!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:02:36.085Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,176,unique,damn .. i think it's time to go fuck my kitchen up #BBL,"Damn, I think it is time to go mess up my kitchen. #BBL","Damn, I think it’s time to go mess up my kitchen. #BBL",,,same_meaning,yes,,natural,unnatural_or_imitated,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:05:24.716Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,177,unique,When I was growing up I ain't really think I was that cute...but then on TBT I be seeing some stuff like thank God for age cuz Lord,"When I was growing up, I didn't really think I was that cute... but then on Throwback Thursday, I see some things and think, ""Thank God for aging,"" because, Lord.","Growing up, I ain't really think I was that cute... but then on TBT, I see some things and be like, ""Thank God for aging,"" cause Lord.",yes,,meaning_changed,yes,"Well, the meaning wasn't necessarily lost; however, it was changed because it framed the person's thoughts as separate quotation marks: "" I see some things and think, 'Thank God for aging,' because, Lord."" 

Which I think highly indicates that it didn't understand the actual meaning of this portion: "" I be seeing some stuff like thank God for age cuz Lord"" which is more stating that they are thanking God for the fact that they got older, since they realized they looked ugly when they were younger. ",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:12:12.724Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,178,unique,This country is foolish when it comes to our justice system and morals! We care more about freaking animals more the we do human beings!,This country is foolish when it comes to our justice system and morals! We care more about animals than we do human beings!,This country trippin when it come to our justice system and morals! We care more about animals than we do human beings!,,,same_meaning,yes,,somewhat_natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:14:45.966Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,179,unique,If we I just kno ppl going b mad.... We going have triple haters,I just know people are going to be mad. We are going to have triple the haters.,I just know people gon' be mad. We gon' have triple the haters.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T16:24:20.538Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,180,unique,jus downloaded 4 industry beats n finna attempt to write to em.. I hate industry beats,I just downloaded four industry beats and I'm going to attempt to write to them. I hate industry beats.,I just downloaded four industry beats and I'm finna try to write to 'em. I hate industry beats.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:27:07.719Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,181,unique,"i'm actually a quiet person. if you know me , i get loud .. especially when i'm mad , i'm not a christian anymore.","I am actually a quiet person. If you know me, I can be loud—especially when I am angry. I am no longer a Christian.","I'm actually a quiet person. If you know me, I be loud—especially when I'm mad. I ain't a Christian no more.",,,same_meaning,yes,,somewhat_natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T16:29:36.132Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,182,unique,Oh that nigga pencil neck must scheming at this time of night bc he know women in all the 50 states and US owned territories lol,"Oh, that pencil-necked guy must be scheming at this hour because he knows women in all 50 states and U.S. territories, lol.","Oh, that pencil neck dude must be schemin at this hour cause he know women in all 50 states and territories, lol.",,,meaning_changed,yes,"- "" nigga pencil neck "" is an insult and also indicates the tweeter has familiarity with the person they are discussing, the AAE version
-  "" that pencil-necked guy "" is more of an observation that is written as if the tweeter doesn't know the person being referred to. ",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:36:42.690Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,183,unique,I would be even put a video out he should have did it face to face,I wouldn't have even put a video out; he should have done it face to face.,I wouldn't have even put no video out; he shoulda did it face to face.,,,same_meaning,yes,,somewhat_natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:38:41.867Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,184,unique,After det bath sleep hit me hard wanted to go see my bay but....,"After that bath, I felt really sleepy. I wanted to go see my partner, but...","After that bath, I was real sleepy. I wanted to go see my boo, but...",,yes,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T16:40:15.420Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,185,unique,Hell yea derek them hoes sound good af in my car you got A good sub lol,"Hell yeah, Derek, those sound really good in my car. You have a good subwoofer, lol.","Hell yeah Derek, them sound real good in my car. You got a good sub, lol.",,yes,partly_same_meaning,yes,"If it's a subwoofer being referenced:
- ""those sound really good"" removes the actual meaning and reference to the subwoofer that the AAE version had with the term: ""them hoes"" ",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:44:56.045Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,186,unique,Never thought I'd have someone that I can't speak to. Never thought I'd have a person who I can't call. I suppose...,I never thought I would have someone whom I could not speak to. I never thought I would have a person whom I could not call. I suppose...,I never thought I’d have somebody I can't even talk to. I never thought I’d have a person I can’t call. I guess...,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-05-18T16:47:35.976Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,187,unique,"I have a serious sleeping problem :( think ima see a doctor about it.. Im sleepy when im sleep, when I wake up at midnight at noon.. SLEEPY!","I have a serious sleeping problem :( I think I'm going to see a doctor about it. I'm sleepy when I'm asleep, when I wake up at midnight, and at noon... SLEEPY!","I got a serious sleeping problem :( I think I’m finna see a doctor about it. I be sleepy when I’m sleep, when I wake up at midnight, and at noon... SLEEPY!",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:49:25.519Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,188,unique,": naw nigga you got robbed!! Lmaoooo"" KMSL see dats y ion like yo ass now lol","No, man, you got robbed! Lmao. I am laughing so hard; see, that is why I don't like you right now, lol.","Naw man, you got robbed! Lmao. I’m laughing so hard; see, that’s why I don’t like you right now, lol.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:50:18.384Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,189,unique,"Good dick is hard to come by but when it's good, although you may not ever tell frivolous sex will be out of the question from that point on","Good sex is hard to come by, but when it is good, even if you never admit it, casual sex will be out of the question from that point on.","Good sex hard to come by, but when it's good, even if you never admit it, casual sex gon be out the question from that point on.",,,meaning_changed,yes,""" you may not ever tell ' does not equate to: "" even if you never admit it"" 

The first one is more of the fact that you may never notice it, rather than the person will not admit it, they just haven't noticed it.",somewhat_natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T16:54:46.055Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,190,unique,"hey it's not my dick, I don't care if y'all see","Hey, it's not my dick, I don't care if you all see.","Look, it ain’t my dick, I don’t care if y’all see.",,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:56:32.610Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,191,unique,no bitch I'm talking bout like them fucking dresses & shit they wear at the awards and allat!,"No, I’m talking about those fucking dresses and stuff they wear at the awards and all of that!","No, I’m talkin bout them fuckin dresses and shit they be wearin at the awards and allat!",yes,,same_meaning,no,"sentiment is lost here, when ""no bitch"" is removed. ",natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:59:26.868Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,192,unique,Of course the NYPD investigating the NYPD would find out they did nothing wrong. #CP5,Of course the NYPD investigating the NYPD would find that they did nothing wrong. #CP5,Of course the NYPD investigating the NYPD would find they ain't do nothing wrong. #CP5,,,same_meaning,yes,,somewhat_natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:01:43.255Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,193,unique,cause if I didnt step out the scene it wouldnt be what it is today. #knowthat,"Because if I hadn't stepped onto the scene, it wouldn't be what it is today. #KnowThat","'Cause if I ain't stepped on the scene, it wouldn't be what it is today. #KnowThat",,,meaning_changed,yes,"- ""I didnt step out the scene"" the AAE is clearly highlighting how the tweeter has left the scene they are referring to have said that it wouldn't be the same if they weren't there. 

- ""Cause if I ain't stepped on the scene"" - This is the inverse of what the AAE is said.
",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T17:05:19.207Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,194,unique,"nah love & HipHop VA w/ Malice, A.I., Kiera, Ms. Norfolk and Skillz.","No, Love & Hip Hop Virginia with Malice, A.I., Kiera, Ms. Norfolk, and Skillz.","Naw, Love & Hip Hop Virginia wit Malice, A.I., Kiera, Ms. Norfolk, and Skillz.",yes,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T17:06:28.756Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,195,unique,Good Morning Tweets. Pray your day is filled with many accomplishments.,"Good morning, Twitter. I pray your day is filled with many accomplishments.",Good morning Twitter. I pray yo day filled with plenty accomplishments.,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-18T17:07:07.591Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,196,unique,Lol girl stop n go keep letting yo daddy touch u oops lol,"Lol, girl, stop and go back to letting your father touch you. Oops, lol.",Lol girl stop and go back to letting yo daddy touch you. Oops lol.,yes,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:08:51.165Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,197,unique,helping my son through school. With my MS I have big medical bills it's hard to get a student loan.,"I am helping my son through school. Because of my MS, I have high medical bills, and it is hard to get a student loan.","I’m helping my son thru school. Cuz of my MS, I got high medical bills and it’s hard to get a student loan.",,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:11:09.830Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,198,unique,kMl YESS YU dO SiNCEE iGOT FAiThfUl TOOO MYi NEANdRE. KMSl.,"LOL, yes you do, since I became faithful to my Neandre. LOL.","Lol yea you do, since I been faithful to my Neandre lol.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T17:12:31.917Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,199,unique,i love me i love me enough for the both of us,I love myself; I love myself enough for the both of us.,I love myself; I love myself enough for the both of us.,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-18T17:13:52.044Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,200,unique,"lol, I dont wanna cry : I'm trying not to cry lol","Lol, I don't want to cry; I'm trying not to cry, lol.","Lol, I don’t wanna cry; I’m tryna not to cry, lol.",,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:15:38.626Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,201,unique,S/O To Some Of Yall Broke Niggas Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick,"Shout out to some of you broke men who need to associate with her; she is impressive, plus she is pretty and very curvy.","Shoutout to some of you broke niggas who need to get with her; she the truth, plus she fine and thick.",,yes,meaning_changed,yes,"The meaning is changed due to the fact that the original AAE is likely two seperate sentences: 
- ""S/O To Some Of Yall Broke Niggas"" and ""Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick"" 
- Ha Pimpin is likely an individual
- Thus, the SAE translation inclusion of this: ""who need to associate with her"" would be wrong. ",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T17:31:55.008Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,202,unique,": Folks tweet about me EVERYDAY, and thats fine! Thanks for taking the time out of your day to tweet about ME!","People tweet about me every day, and that's fine! Thanks for taking the time out of your day to tweet about me!","Folks be tweeting bout me erryday, and that’s fine! Preciate y’all taking the time out y’all day to tweet bout me!",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:33:33.052Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,203,unique,"I'll put this thang on you , I'll blow your mind out .",I’ll put this thing on you; I will blow your mind.,I’ma put this thing on you; I’ma blow your mind.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T17:34:59.127Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,204,unique,"I Ain't Going To SCHOOL Tomorrow "" 0.968571428571 0.0 0.0 0.0314285714286 321260110305447937 Mon Apr 08 13:55:53 +0000 2013",I am not going to school tomorrow.,I ain’t goin to school tomorrow.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T17:35:50.051Z
